Make,Model,Year,Price,Mileage,Body Type,Cylinders,Transmission,Fuel Type,Color,Location,Description
nissan,patrol,2022,105135,160350,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2022 nissan patrol with Rear camera, Sunroof, Bluetooth. Condition: Engine repaired."
porsche,cayenne,2020,240278,172893,SUV,6,Automatic Transmission,Gasoline,Blue, Ajman,"2020 porsche cayenne with Adaptive cruise control, Leather seats, Bluetooth. Condition: Minor scratches."
nissan,x-trail,2024,72875,128583,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai,"2024 nissan x-trail with Adaptive cruise control, Rear camera. Condition: Dented door."
bmw,x5,2022,75440,199210,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2022 bmw x5 with Rear camera, Navigation system. Condition: Repainted bumper."
benz,gl-class,2022,119306,114895,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2022 mercedes-benz gl-class with Rear camera, Navigation system, Sunroof. Condition: Engine repaired."
porsche,cayenne,2024,252108,31721,SUV,6,Automatic Transmission,Gasoline,Blue, Dubai,"2024 porsche cayenne with Leather seats, Adaptive cruise control, Bluetooth. Condition: No damage."
ford,bronco,2021,304330,185729,SUV,6,Automatic Transmission,Gasoline,Yellow, Dubai,"2021 ford bronco with Bluetooth, Adaptive cruise control, Sunroof, Navigation system. Condition: Accident history."
benz,g-class,2024,965931,263995,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2024 mercedes-benz g-class with Bluetooth, Leather seats, Sunroof. Condition: Minor scratches."
benz,s-class,2022,1709449,147564,Sedan,12,Automatic Transmission,Gasoline,Gold, Dubai,"2022 mercedes-benz s-class with Navigation system, Bluetooth, Rear camera, Leather seats. Condition: No damage."
bmw,x4,2022,222837,263986,SUV,4,Automatic Transmission,Gasoline,Black, Dubai,"2022 bmw x4 with Bluetooth, Adaptive cruise control, Rear camera. Condition: Dented door."
benz,amg,2020,168121,46593,Sedan,8,Automatic Transmission,Gasoline,Blue, Dubai,"2020 mercedes-benz amg with Adaptive cruise control, Bluetooth, Sunroof. Condition: No damage."
land-rover,range-rover-sport,2024,317438,13553,SUV,4,Automatic Transmission,Gasoline,Black, Dubai,"2024 land-rover range-rover-sport with Navigation system, Leather seats. Condition: Minor scratches."
porsche,cayenne,2022,79929,179353,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2022 porsche cayenne with Sunroof, Adaptive cruise control, Navigation system, Bluetooth. Condition: Engine repaired."
ford,f-series-pickup,2022,346394,136185,Pick Up Truck,6,Automatic Transmission,Gasoline,Grey, Dubai,"2022 ford f-series-pickup with Leather seats, Navigation system. Condition: Repainted bumper."
nissan,pathfinder,2022,37491,273536,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2022 nissan pathfinder with Rear camera, Sunroof, Navigation system. Condition: Engine repaired."
toyota,prado,2023,100938,182286,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2023 toyota prado with Sunroof, Navigation system, Bluetooth. Condition: Repainted bumper."
benz,c-class,2021,28588,219744,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2021 mercedes-benz c-class with Bluetooth, Adaptive cruise control, Navigation system. Condition: Accident history."
nissan,navara,2023,44175,63797,Pick Up Truck,4,Manual Transmission,Gasoline,White, Dubai,"2023 nissan navara with Leather seats, Rear camera. Condition: Repainted bumper."
toyota,hiace,2023,88545,102452,Other,4,Manual Transmission,Gasoline,White, Sharjah,"2023 toyota hiace with Bluetooth, Adaptive cruise control, Rear camera. Condition: No damage."
porsche,cayenne,2020,95968,103137,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2020 porsche cayenne with Leather seats, Adaptive cruise control, Rear camera. Condition: Dented door."
benz,s-class,2023,1407397,200713,Sedan,12,Automatic Transmission,Gasoline,White, Dubai,"2023 mercedes-benz s-class with Sunroof, Leather seats, Rear camera. Condition: Engine repaired."
land-rover,range-rover,2021,134473,194335,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2021 land-rover range-rover with Adaptive cruise control, Navigation system. Condition: Engine repaired."
bmw,6-series,2023,80140,265277,Sedan,8,Automatic Transmission,Gasoline,Silver, Dubai,"2023 bmw 6-series with Sunroof, Bluetooth, Rear camera, Adaptive cruise control. Condition: Engine repaired."
toyota,land-cruiser,2023,140217,71255,SUV,8,Automatic Transmission,Gasoline,Black, Abu Dhabi,"2023 toyota land-cruiser with Navigation system, Sunroof, Bluetooth. Condition: Engine repaired."
benz,cla,2021,109175,144146,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2021 mercedes-benz cla with Navigation system, Rear camera, Adaptive cruise control, Bluetooth. Condition: Engine repaired."
bmw,x5,2020,398287,230938,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2020 bmw x5 with Sunroof, Navigation system, Rear camera. Condition: Accident history."
nissan,patrol,2022,93429,262480,SUV,8,Automatic Transmission,Gasoline,Brown, Dubai,"2022 nissan patrol with Navigation system, Rear camera, Sunroof, Adaptive cruise control. Condition: No damage."
toyota,highlander,2024,183159,110220,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai,"2024 toyota highlander with Sunroof, Leather seats, Bluetooth, Adaptive cruise control. Condition: Minor scratches."
bmw,x1,2020,82562,104995,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai,"2020 bmw x1 with Sunroof, Rear camera, Bluetooth, Navigation system. Condition: No damage."
nissan,tiida,2021,21783,206721,Hatchback,4,Automatic Transmission,Gasoline,Blue, Dubai,"2021 nissan tiida with Rear camera, Leather seats, Adaptive cruise control. Condition: Dented door."
benz,gle-class,2023,344091,160586,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2023 mercedes-benz gle-class with Leather seats, Adaptive cruise control, Navigation system. Condition: Minor scratches."
bmw,x5,2021,163645,170359,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2021 bmw x5 with Navigation system, Sunroof, Bluetooth. Condition: No damage."
ford,bronco,2022,313802,294869,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2022 ford bronco with Bluetooth, Adaptive cruise control, Leather seats, Sunroof. Condition: Dented door."
porsche,carrera,2022,402937,19300,Sports Car,6,Automatic Transmission,Gasoline,Grey, Sharjah,"2022 porsche carrera with Rear camera, Bluetooth, Leather seats, Sunroof. Condition: Engine repaired."
nissan,patrol,2020,226147,31883,SUV,6,Automatic Transmission,Gasoline,White, Abu Dhabi,"2020 nissan patrol with Sunroof, Rear camera, Leather seats, Bluetooth. Condition: Repainted bumper."
benz,gle-coupe,2024,499225,249971,Coupe,8,Automatic Transmission,Gasoline,Other Color, Dubai,"2024 mercedes-benz gle-coupe with Adaptive cruise control, Leather seats, Sunroof, Navigation system. Condition: Engine repaired."
nissan,sentra,2020,42745,22580,Sedan,4,Automatic Transmission,Gasoline,White, Sharjah,"2020 nissan sentra with Sunroof, Navigation system, Adaptive cruise control, Leather seats. Condition: Dented door."
toyota,yaris,2024,24954,163246,Hatchback,4,Automatic Transmission,Gasoline,White, Dubai,"2024 toyota yaris with Sunroof, Leather seats, Rear camera. Condition: Engine repaired."
porsche,cayenne,2021,133114,218414,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2021 porsche cayenne with Rear camera, Leather seats, Sunroof. Condition: Engine repaired."
bmw,5-series,2023,175835,140731,Sedan,6,Automatic Transmission,Gasoline,White, Abu Dhabi,"2023 bmw 5-series with Leather seats, Adaptive cruise control. Condition: Accident history."
benz,c-class,2024,90747,157643,Sedan,4,Automatic Transmission,Gasoline,White, Sharjah,"2024 mercedes-benz c-class with Navigation system, Sunroof, Leather seats. Condition: Minor scratches."
land-rover,range-rover-sport,2021,141672,295690,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2021 land-rover range-rover-sport with Sunroof, Navigation system. Condition: Repainted bumper."
land-rover,range-rover,2020,235847,237187,SUV,8,Automatic Transmission,Gasoline,Black, Ajman,"2020 land-rover range-rover with Bluetooth, Navigation system, Rear camera, Sunroof. Condition: Dented door."
porsche,cayenne,2022,83551,248249,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2022 porsche cayenne with Bluetooth, Adaptive cruise control, Leather seats. Condition: No damage."
porsche,boxster,2020,238163,244673,Sports Car,6,Automatic Transmission,Gasoline,Red, Dubai,"2020 porsche boxster with Bluetooth, Adaptive cruise control, Sunroof, Rear camera. Condition: Engine repaired."
toyota,rush,2020,50045,21683,Van,4,Automatic Transmission,Gasoline,White, Dubai,"2020 toyota rush with Rear camera, Adaptive cruise control. Condition: Minor scratches."
nissan,altima,2022,52505,83412,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2022 nissan altima with Sunroof, Bluetooth, Navigation system. Condition: Repainted bumper."
benz,cls-class,2023,21388,110706,Coupe,8,Automatic Transmission,Gasoline,White, Dubai,"2023 mercedes-benz cls-class with Sunroof, Bluetooth. Condition: Dented door."
land-rover,range-rover,2024,136705,199011,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2024 land-rover range-rover with Adaptive cruise control, Bluetooth, Leather seats, Rear camera. Condition: Dented door."
land-rover,range-rover,2021,220918,103614,SUV,8,Automatic Transmission,Gasoline,White, Sharjah,"2021 land-rover range-rover with Navigation system, Leather seats, Rear camera. Condition: Engine repaired."
bmw,3-series,2024,25403,265551,Sedan,6,Automatic Transmission,Gasoline,Black, Sharjah,"2024 bmw 3-series with Sunroof, Adaptive cruise control, Bluetooth, Rear camera. Condition: Dented door."
toyota,sienna,2021,34376,99444,Van,6,Automatic Transmission,Gasoline,White, Sharjah,"2021 toyota sienna with Bluetooth, Navigation system. Condition: Minor scratches."
land-rover,defender,2023,213818,113085,SUV,4,Manual Transmission,Diesel,Grey, Dubai,"2023 land-rover defender with Navigation system, Adaptive cruise control, Leather seats, Sunroof. Condition: Dented door."
bmw,x5,2020,185190,155050,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2020 bmw x5 with Rear camera, Sunroof, Navigation system, Leather seats. Condition: Engine repaired."
benz,v-class,2021,701582,147120,Van,4,Automatic Transmission,Gasoline,Black, Dubai,"2021 mercedes-benz v-class with Sunroof, Bluetooth, Leather seats, Rear camera. Condition: No damage."
bmw,5-series,2021,69220,59575,Sedan,6,Automatic Transmission,Gasoline,Beige, Dubai,"2021 bmw 5-series with Sunroof, Bluetooth, Rear camera. Condition: Accident history."
toyota,fortuner,2023,53390,156447,SUV,4,Automatic Transmission,Gasoline,Grey, Sharjah,"2023 toyota fortuner with Bluetooth, Leather seats, Sunroof, Adaptive cruise control. Condition: Dented door."
land-rover,lr4,2021,97223,71304,SUV,6,Automatic Transmission,Gasoline,Blue, Dubai,"2021 land-rover lr4 with Leather seats, Rear camera, Adaptive cruise control. Condition: Engine repaired."
benz,e-class,2021,261444,159012,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai,"2021 mercedes-benz e-class with Navigation system, Sunroof, Rear camera, Bluetooth. Condition: Engine repaired."
benz,s-class,2023,762679,120295,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2023 mercedes-benz s-class with Rear camera, Bluetooth. Condition: Accident history."
ford,f-series-pickup,2022,299969,246259,Pick Up Truck,6,Automatic Transmission,Hybrid,Black, Dubai,"2022 ford f-series-pickup with Navigation system, Leather seats, Rear camera. Condition: Accident history."
benz,cls-class,2023,136075,35934,Sedan,8,Automatic Transmission,Gasoline,Gold, Dubai,"2023 mercedes-benz cls-class with Bluetooth, Sunroof, Adaptive cruise control, Rear camera. Condition: Dented door."
land-rover,range-rover,2023,430267,235039,SUV,8,Automatic Transmission,Gasoline,Blue, Dubai,"2023 land-rover range-rover with Rear camera, Leather seats, Sunroof, Bluetooth. Condition: Minor scratches."
benz,e-class,2024,46293,127970,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2024 mercedes-benz e-class with Leather seats, Navigation system. Condition: Repainted bumper."
land-rover,range-rover,2022,655811,288422,SUV,8,Manual Transmission,Gasoline,Black, Dubai,"2022 land-rover range-rover with Adaptive cruise control, Navigation system, Bluetooth. Condition: Engine repaired."
nissan,patrol,2024,127750,165744,SUV,6,Automatic Transmission,Gasoline,Gold, Dubai,"2024 nissan patrol with Bluetooth, Rear camera. Condition: Engine repaired."
ford,mustang,2023,76529,283334,Sedan,8,Automatic Transmission,Gasoline,Blue, Dubai,"2023 ford mustang with Sunroof, Rear camera. Condition: Dented door."
porsche,cayenne,2020,244376,46081,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2020 porsche cayenne with Navigation system, Bluetooth, Sunroof. Condition: Accident history."
porsche,cayenne,2022,89102,17556,SUV,8,Automatic Transmission,Gasoline,Brown, Dubai,"2022 porsche cayenne with Sunroof, Adaptive cruise control, Leather seats. Condition: Repainted bumper."
bmw,z4,2020,91493,294895,Coupe,6,Manual Transmission,Gasoline,White, Dubai,"2020 bmw z4 with Adaptive cruise control, Sunroof, Navigation system. Condition: Accident history."
toyota,hiace,2024,89838,18423,Van,4,Manual Transmission,Gasoline,White, Dubai,"2024 toyota hiace with Bluetooth, Navigation system, Leather seats, Adaptive cruise control. Condition: Engine repaired."
toyota,hiace,2022,57146,59003,Van,4,Manual Transmission,Gasoline,White, Dubai,"2022 toyota hiace with Rear camera, Adaptive cruise control. Condition: Accident history."
bmw,4-series,2020,132646,13234,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2020 bmw 4-series with Sunroof, Adaptive cruise control. Condition: Dented door."
nissan,patrol,2020,163564,273398,SUV,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2020 nissan patrol with Navigation system, Rear camera, Sunroof. Condition: Dented door."
bmw,3-series,2020,126273,138078,Sedan,3,Automatic Transmission,Gasoline,Black, Dubai,"2020 bmw 3-series with Navigation system, Bluetooth, Sunroof, Leather seats. Condition: Minor scratches."
nissan,armada,2020,128302,259611,SUV,8,Automatic Transmission,Gasoline,Orange, Dubai,"2020 nissan armada with Sunroof, Bluetooth, Navigation system, Leather seats. Condition: Repainted bumper."
benz,g-class,2022,707574,297703,SUV,8,Automatic Transmission,Gasoline,Silver, Dubai,"2022 mercedes-benz g-class with Navigation system, Leather seats, Bluetooth, Rear camera. Condition: Repainted bumper."
benz,s-class,2021,74162,29149,Sedan,8,Automatic Transmission,Gasoline,Silver, Dubai,"2021 mercedes-benz s-class with Leather seats, Sunroof. Condition: Minor scratches."
ford,f-series-pickup,2020,536718,291101,Pick Up Truck,6,Automatic Transmission,Gasoline,Black, Dubai,"2020 ford f-series-pickup with Bluetooth, Rear camera. Condition: Dented door."
porsche,cayenne,2022,445229,289339,SUV,6,Automatic Transmission,Gasoline,Black, Abu Dhabi,"2022 porsche cayenne with Sunroof, Rear camera. Condition: Engine repaired."
bmw,z4,2021,88253,18661,Coupe,6,Manual Transmission,Gasoline,White, Dubai,"2021 bmw z4 with Sunroof, Leather seats. Condition: Repainted bumper."
benz,gl-class,2024,47660,88685,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2024 mercedes-benz gl-class with Sunroof, Rear camera. Condition: Minor scratches."
benz,s-class,2024,225690,67554,Sedan,8,Automatic Transmission,Gasoline,Blue, Dubai,"2024 mercedes-benz s-class with Leather seats, Adaptive cruise control, Bluetooth. Condition: No damage."
ford,bronco,2024,351537,101648,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2024 ford bronco with Adaptive cruise control, Rear camera. Condition: Engine repaired."
benz,g-class,2023,667527,65637,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2023 mercedes-benz g-class with Bluetooth, Navigation system, Sunroof. Condition: No damage."
porsche,cayenne,2023,628473,22523,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2023 porsche cayenne with Navigation system, Rear camera, Leather seats, Sunroof. Condition: Dented door."
porsche,panamera,2022,135175,299556,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2022 porsche panamera with Navigation system, Adaptive cruise control. Condition: Engine repaired."
benz,cla,2023,175866,30974,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2023 mercedes-benz cla with Sunroof, Bluetooth, Leather seats. Condition: Engine repaired."
porsche,cayenne,2022,86523,178852,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2022 porsche cayenne with Rear camera, Bluetooth. Condition: Dented door."
